wID	w1cs	lemma	PoS
97571	Skopje	skopje	np1
97573	retooling	retool	vvg
97576	recruited	recruit	vvn_jj@
97577	TROUBLE	trouble	nn1
97584	Manuscripts	manuscript	nn2
97586	corrupted	corrupt	vvn@
97595	Discourses	discourse	nn2
97603	WARM	warm	jj
97607	Gays	gay	np2
97608	aquaculture	aquaculture	nn1_vv0
97614	shrieks	shriek	nn2_vvz
97623	scooting	scoot	vvg
97624	maddening	madden	vvg_jj@
97629	sentenced	sentence	vvd@
97632	takes	take	nn2%
97634	cajoling	cajole	vvg
97639	Hamiltons	hamilton	np2
97641	Aguirre	aguirre	np1_nn1
97642	85-year-old	85-year-old	jj
97643	Weaving	weaving	nn1
97647	GOING	go	vvgk
97648	$5.7	$5.7	m$
97649	drugstore	drugstore	nn1_vv0
97651	pasting	paste	vvg
97655	cast	cast	vvn_nn1@_vv0
97664	like	like	ii_jj@_nn1%
97666	unnerving	unnerving	jj@_nn1@
97670	dredging	dredging	nn1_vvg@
97672	root	root	vv0@
97678	minicamp	minicamp	nn1
97680	orchestrated	orchestrate	vvd_vvn
97681	combed	comb	vvd_vvn@
97683	Wyman	wyman	np1_nn1
97687	recanted	recant	vvd
97689	Currents	current	nn2
97691	right-wing	right-wing	jj_nn1@
97692	outstrips	outstrip	vvz
97696	OLYMPIC	olympic	jj
97699	lay	lay	jj@_vv0
97700	theatres	theater	nn2
97708	Afghani	afghani	nn
97710	through	through	ii_rp@_jj%
97713	Em	em	np1@_fu
97715	toy	toy	nn1_jj@_vv0@
97716	.31	.31	mc
97721	Labyrinth	labyrinth	nn1_np1
97726	Mundelein	mundelein	np1
97728	Sign	sign	vv0_nn1
97732	glancing	glancing	jj@
97736	blinded	blind	vvd
97737	coupling	coupling	nn1_vvg@
97739	whisked	whisk	vvd_vvn
97742	customized	customize	vvd_jj@
97743	outlasted	outlast	vvd
97747	retired	retired	jj_vvn_vvd
97750	Feature	feature	nn1
97753	boatload	boatload	nn1
97755	Heroic	heroic	jj
97756	grumbled	grumble	vvd_vvn@
97757	favorites.	favorite	nnu
97758	Linney	linney	np1
97762	riflemen	riflemen	nn2
97765	tickle	tickle	vv0
97772	spring-loaded	spring-loaded	jj_nn1
97776	refrigerant	refrigerant	nn1_jj
97781	abuzz	abuzz	nn1
97788	gasp	gasp	vv0_nn1
97790	nearer	nearer	ii@_rrr
97792	rigging	rigging	nn1_vvg
97794	axe	axe	nn1_vv0
97795	sideways	sideways	jj@_rl
97802	Live	live	vv0_rr@_jj
97803	totalling	total	vvg
97807	judgeship	judgeship	nn1
97808	Fetch	fetch	vv0
97809	open-mouthed	open-mouthed	nn1_jj
97813	snared	snare	vvd
97815	groomed	groom	vvd_vvn
97820	grace	grace	nn1_vv0%
97821	57,000	57,000	mc
97826	RECOVERY	recovery	nn1
97832	unenlightened	unenlightened	jj
97833	unified	unify	vvd_jj@_vvn
97836	Hates	hate	vvz
97840	nonaggressive	nonaggressive	jj
97843	demurred	demur	vvd
97846	Rodger	rodger	np1
97850	stocked	stock	vvd
97852	WGN	wgn	np1
97855	5.7%	5.7%	fo
97857	bleacher	bleachers	nn1
97861	McCain.	mccain	np1
97866	pronounced	pronounced	jj_vvd
97867	DRIVING	drive	vvg_jj
97871	pretend	pretend	vv0_jj@
97878	felicitous	felicitous	jj
97882	improved	improved	jj_vvn_vvd
97883	programmed	program	vvd
97891	$4.7	$4.7	m$
97897	Corrupt	corrupt	jj
97900	paper-and-pencil	paper-and-pencil	jj_nn1
97901	faith-based	faith-based	jj
97904	swiveling	swivel	vvg
97906	reestablishing	re-establish	vvg
97907	exemplified	exemplify	vvn_vvd
97908	License	license	vv0_nn1
97911	challenged	challenge	vvn_vvd_jj@
97918	mold	mold	vv0
97919	oilcloth	oilcloth	nn1
97925	choicest	choicest	jjt
97926	damp	damp	jj_vv0@_nn1@
97927	lures	lure	vvz_nn2
97930	Battier	battier	np1
97932	bully	bully	nn1_vv0
97937	past	past	nn1_ii_jj
97942	Pick	pick	np1_nn1@
97946	vitro	vitro	rr22
97959	SO	so	cs@_rr
97961	Yolanda	yolanda	nn1_np1@
97964	12-16	12-16	mcmc
97969	Rinaldi	rinaldi	np1
97972	daffodil	daffodil	nn1
97975	surfed	surf	vvd
97978	flagging	flagging	jj@_nn1@
97980	plover	plover	nn1
97990	WHITE	white	np1@_jj
97992	Protected	protected	jj
97994	67th	67th	md
97996	PRESIDENT	president	nnb
98000	brace	brace	vv0_nn1
98002	Courage	courage	np1_nn1
98003	Levittown	levittown	np1
98012	masked	mask	vvn@_jj
98016	gymnasiums	gymnasium	nn2
98018	sympathizes	sympathize	vvz
98019	strikeout	strikeout	nn1
98021	Jordanian	jordanian	jj_nn1@
98022	clamber	clamber	vvi
98024	N.H.L.	n.h.l	np1
98025	rattle	rattle	vv0_nn1
98033	begets	beget	vvz
98034	collaborates	collaborate	vvz
98038	MST	mst	ra
98042	Manu	manu	np1_nn1
98048	ineluctable	ineluctable	jj
98055	kicking	kick	vvg_jj@_nn1@
98061	skyrocketing	skyrocketing	jj@_nn1@
98062	Bottoms	bottom	nn2
98064	enjoin	enjoin	vvi
98066	stoppages	stoppage	nn2
98068	rationed	ration	vvn
98070	recruited	recruit	vvd@_vvn
98076	Dominick	dominick	np1_nn1
98089	Educator	educator	nn1_np1
98090	FSB	fsb	np1
98091	Gonzlez	gonzlez	np1
98103	disown	disown	vvi
98106	multibillion-dollar	multibillion-dollar	jj
98108	nationalisms	nationalism	nn2
98109	below-market	below-market	jj_nn1
98110	74-year-old	74-year-old	jj
98113	combine	combine	nn1@_vv0
98117	interacting	interacting	jj
98125	MILK	milk	nn1
98130	anecdotally	anecdotally	rr
98131	Corwin	corwin	np1
98133	Satcher	satcher	np1
98134	1:45	1:45	mc
98135	shivering	shivering	jj@_nn1@
98136	following	following	ra@_ii@
98137	transport	transport	vv0@_nn1
98143	details	detail	vvz%
98146	Deutch	deutch	np1
98149	prick	prick	vvi
98150	spawn	spawn	vv0
98153	Caf	caf	np1_nn1
98154	Teal	teal	nn
98162	pioneering	pioneer	vvg
98163	recreates	re-create	vvz
98165	locker-room	locker-room	jj_nn1
98168	CRUISER	cruiser	nn1
98173	Assorted	assorted	jj
98176	sharp-eyed	sharp-eyed	jj
98178	amounted	amount	vvn
98184	Distributors	distributor	nn2
98186	strained	strain	vvn_vvd_jj
98192	Oblivious	oblivious	jj
98197	mingling	mingling	nn1@
98200	Firebird	firebird	np1
98202	repudiated	repudiate	vvn
98204	galloping	gallop	vvg_jj
98211	long-sought	long-sought	jj_nn1
98213	Presto	presto	uh
98224	Exploited	exploited	jj
98225	lout	lout	nn1
98230	earthworks	earthwork	nn2
98237	surcharge	surcharge	nn1_vv0
98247	clutch	clutch	vv0_nn1
98249	nongovernment	nongovernment	nn1
98252	Little	little	jj_np1@_da1
98260	yelps	yelp	nn2
98264	due	due	ii%_jj
98265	spunk	spunk	nn1
98267	FR	fr	np1
98274	coveted	covet	vvd
98277	wiles	wile	nn2
98279	26.2	26.2	mc
98281	egret	egret	nn1
98287	pander	pander	vvi
98291	faded	faded	jj_vvn
98296	swiping	swipe	vvg
98299	harks	hark	vvz
98300	Messianic	messianic	jj
98308	archival	archival	jj
98309	spur	spur	nn1_vv0@
98317	collided	collide	vvn
98318	preschool	preschool	nn1@_jj
98326	Training	train	vvg@_nn1
98327	Jean-Louis	jean-louis	np1
98329	irksome	irksome	jj
98332	loosened	loosen	vvn_vvd
98334	Fittingly	fittingly	rr
98337	mated	mate	vvn_vvd
98340	Pepsi-Cola	pepsi-cola	np1
98345	Evaluate	evaluate	vv0
98350	Beaujolais	beaujolais	np1
98356	there-	there-	jj_nn1
98357	McNamee	mcnamee	np1
98359	ground	ground	nn1_vvn@_vvd@
98374	Within	within	ii_rl@
98375	macaw	macaw	nn1
98381	Schieffer	schieffer	np1_nn1
98383	Hesse	hesse	np1
98387	sleepwalking	sleepwalk	vvg
98402	incongruent	incongruent	jj
98403	$88	$88	m$
98405	staggeringly	staggeringly	rr
98407	reproachful	reproachful	jj
98412	hunting	hunting	nn1_jj%
98419	Plus	plus	rr%_nn1@_cc%_ii
98426	Bumpers	bumper	nn2
98439	Dworkin	dworkin	np1
98450	Doubt	doubt	nn1
98451	Martell	martell	np1
98454	Dominique	dominique	np1_nn1
98459	Rituals	ritual	nn2
98461	exposed	exposed	jj_vvd_vvn
98468	scrolling	scrol	vvg
98471	graceless	graceless	jj
98472	waltzed	waltze	vvd
98473	Vivienne	vivienne	np1
98474	corrupted	corrupt	vvd
98475	masochist	masochist	nn1
98484	11-4	11-4	mcmc
98490	bending	bending	nn1@
98493	flapping	flapping	jj@_nn1@
98496	bleaker	bleak	jjr
98500	life-or-death	life-or-death	jj_nn1
98503	gastroenterologist	gastroenterologist	nn1
98509	86th	86th	md
98512	Krasner	krasner	np1
98515	overdone	overdo	vvn_jj
98517	More	more	rrr_rgr
98523	overrides	override	vvz
98527	low-hanging	low-hanging	jj_nn1
98535	deprived	deprive	vvd
98538	redefines	redefine	vvz
98541	lease	lease	vv0@
98545	eroded	erode	vvn_vvd
98547	long-haul	long-haul	jj_nn1
98548	flamboyant	flamboyant	nn1_jj
98553	savaged	savage	vvn
98556	irritated	irritate	vvn_vvd_jj
98557	coaxes	coax	vvz
98558	Bream	bream	nn
98561	all-girls	all-girl	nn2
98565	Stack	stack	vv0_nn1
98567	sleeker	sleek	jjr
98569	sack	sack	vv0_nn1
98573	Hop	hop	vv0
98583	Cecile	cecile	np1_nn1
98586	Post-Dispatch	post-dispatch	np1
98590	pallbearers	pallbearer	nn2
98592	will	will	vvi
98594	swirls	swirl	vvz
98596	quitter	quitter	nn1
98600	vaulted	vault	vvd
98606	britches	britches	nn2
98608	Intrinsic	intrinsic	jj
98611	&P's;	&p's;	x
98615	biases	biase	vvz_nn2
98620	breast-feed	breast-feed	nn1_jj
98622	manic-depressive	manic-depressive	jj_nn1
98624	localized	localized	jj_vvd
98626	learned	learn	vvd_vvn_jj@
98627	muffled	muffled	jj_vvn
98631	replicable	replicable	jj
98635	Fly	fly	nn1_jj@
98646	prods	prod	nn2
98649	Samaritans	samaritan	nn2
98650	last	last	nn1%_md
98652	dripping	dripping	rr
98656	Shakes	shake	vvz
98659	breadwinners	breadwinner	nn2
98660	thrust	thrust	vv0_vvd_vvn
98668	yearlings	yearling	nn2
98678	bounds	bound	vvz
98679	Breathless	breathless	jj
98681	touch-screen	touch-screen	jj_nn1
98682	Consulting	consulting	nn1_vvg
98683	convinced	convince	vvd@_vvn@_jj
98692	withered	wither	vvn
98694	stir-fried	stir-fried	jj
98702	defensemen	defensemen	nn2
98704	steeds	steed	nn2
98705	back	back	vv0%_rp
98715	sporting-goods	sporting-goods	j
98725	Novel	novel	jj_nn1
98730	Giro	giro	np1
98731	one-stroke	one-stroke	jj_nn1
98749	shrugged	shrug	vvn
98755	blurb	blurb	nn1
98756	snowfields	snowfield	nn2
98760	honoring	honor	vvg_jj@
98763	pivot	pivot	vvi
98764	NEARLY	nearly	rr
98766	fois	fois	nn1
98774	Leda	leda	np1
98777	first-graders	first-grader	nn2
98785	stubs	stub	nn2_vvz
98805	piezoelectric	piezoelectric	jj
98811	uncovered	uncover	vvn@_jj@
98815	clunker	clunker	nn1
98818	booked	book	vvd@
98820	parallel	parallel	jj_rr_nn1
98821	slash	slash	vv0
98822	Cache	cache	nn1
98827	tutu	tutu	nn1
98830	opening	opening	jj@_nn1
98843	undies	undie	nn2
98845	Rawlings	rawlings	np1
98852	groom	groom	vv0_nn1
98856	Employer	employer	nn1
98857	generalize	generalize	vv0
98859	PROP	prop	vv0_nn1
98860	galas	gala	nn2
98861	power	power	vvi
98863	science-based	science-based	jj_nn1
98866	Solo	solo	rr_nn1
98867	slings	sling	nn2
98869	digestible	digestible	jj
98877	Eats	eat	vvz
98878	passers	passer	nn2
98884	shaving	shave	vvg_nn1@
98887	Markowitz	markowitz	np1
98892	bulk	bulk	vvi
98894	corns	corn	nn2
98895	multifarious	multifarious	jj
98898	messiness	messiness	nn1
98899	accommodating	accommodating	jj@_vvg
98900	Ferrie	ferrie	np1
98907	braces	brace	vvz
98909	onyx	onyx	nn1
98910	short-story	short-story	jj_nn1
98911	three-pointer	three-pointer	nn1_jj
98913	handcuffed	handcuff	vvd_vvn
98916	par-4	par-4	mc
98917	fielders	fielder	nn2
98918	leviathan	leviathan	nn1
98920	snowbank	snowbank	nn1
98921	adhered	adhere	vvd
98922	decompress	decompress	vvi
98924	sleuths	sleuth	nn2
98931	thudding	thud	vvg
98932	flipping	flip	vvg%_jj_rr%
98939	PAY	pay	vvi
98940	forwarded	forward	vvd
98942	moonlighting	moonlight	vvg
98946	Narrators	narrator	nn2
98953	Macaroni	macaroni	nn1
98954	hieroglyphs	hieroglyph	nn2
98955	perfect	perfect	vv0@_jj
98956	10-day	10-day	jj
98961	chairs	chair	vvz%_nn2
98962	Marty	marty	np1_jj_nn1
98963	Neuhaus	neuhaus	np1
98967	cornstalks	cornstalk	nn2
98972	barge	barge	nn1_vv0
98978	popping	popping	jj@
98980	9-1-1	9-1-1	mcmc
98987	billowed	billow	vvd_vvn@
98992	5.9%	5.9%	fo
98993	crevasses	crevasse	nn2
98996	Huckabee	huckabee	np1_nn1
98997	eluding	elude	vvg
99002	refrain	refrain	vv0_nn1
99008	Alert	alert	nn1@_vv0_jj
99009	ironing	ironing	nn1_vvg
99011	MALLOY	malloy	np1_nn1
99014	going	going	nn1%_jj%
99015	CRITICAL	critical	jj
99018	enchilada	enchilada	nn1
99027	sting	sting	vv0
99029	Scuds	scud	np2
99034	Canadiens	canadiens	np1_nn2
99035	remodeled	remodel	vvd
99039	whined	whine	vvd_vvn@
99041	consistencies	consistency	nn2
99048	limited	limit	vvn_jj_vvd@
99057	especial	especial	jj
99059	Splash	splash	nn1
99061	FUN	fun	nn1_jj
99065	7.9%	7.9%	fo
99069	Lehigh	lehigh	np1_nn1
99070	tied	tie	vvn_jj@
99072	Escape	escape	nn1_vv0
99077	Gamblers	gambler	nn2
99081	Founder	founder	nn1_vv0@
99089	Grey	gray	jj@_np1
99106	ins	in	nnu2
99111	materialist	materialist	nn1
99112	negativism	negativism	nn1
99113	Headlights	headlight	nn2
99115	underarms	underarm	nn2
99116	Nuggets	nugget	nn2
99124	all-around	all-around	rr@
99132	unshaven	unshaven	nn1_jj
99134	in-school	in-school	jj_nn1
99136	camper	camp	jjr_nn1
99140	perches	perch	nn2
99146	Channing	channing	np1_vvg
99157	trumped	trump	vvd
99160	gasp	gasp	nn1_vv0
99162	misrepresented	misrepresent	vvn
99167	potshots	potshot	nn2
99168	pictorial	pictorial	nn1_jj
99175	SAFE	safe	jj_nn1@
99177	COO	coo	np1_nn1
99178	Wishing	wish	vvg
99183	ambient	ambient	jj
99185	Bela	bela	nn1_np1@
99187	unearthing	unearth	vvg
99190	Carmona	carmona	np1
99194	quadruple	quadruple	vvi
99195	Edelstein	edelstein	np1
99198	Acropolis	acropolis	nn1_np1
99200	5-year-olds	5-year-olds	m#
99202	Zionist	zionist	nn1_jj
99206	Amar	amar	np1_nn1
99207	talking	talking	nn1@_vvg_jj%
99209	LOC	loc	np1_nn1
99214	ducked	duck	vvn
99221	wound	wind	vvd_vvn_nn1
99224	convening	convene	vvg
99227	carpool	carpool	nn1
99230	abides	abide	vvz
99234	Rapidly	rapidly	rr
99238	tacked	tack	vvd_vvn
99247	$430	$430	m$
99251	tender	tender	nn1@_jj
99252	tilt	tilt	vv0_nn1
99259	responder	responder	nn1
99261	Grip	grip	nn1
99262	impinge	impinge	vvi
99265	Swarthmore	swarthmore	np1
99266	plain	plain	rr@_nn1_jj
99267	Pockets	pocket	nn2
99271	irked	irk	vvd
99273	Male	male	nn1
99275	starlets	starlet	nn2
99281	Headline	headline	vv0_nn1
99286	Piper	piper	nn1@_np1
99287	GIA	gia	nn1_np1
99288	Weakness	weakness	nn1
99289	circling	circle	vvg_jj@
99293	Finn	finn	np1
99299	meandering	meander	vvg_jj@
99301	perches	perch	vvz_nn2
99310	playing	playing	jj%_vvg
99311	Dart	dart	nn1_vv0
99312	Jesuit	jesuit	nn1
99314	anticlimactic	anticlimactic	jj
99317	evaded	evade	vvd
99320	roasted	roast	vvn_vvd
99322	Mallard	mallard	np1
99325	levitation	levitation	nn1
99326	tiptoe	tiptoe	vvi
99331	bonded	bond	vvn@
99336	3:1	3:1	mc
99341	Dwyane	dwyane	np1
99349	Snyder	snyder	np1_vv0_nn1
99359	Binoculars	binoculars	nn2
99362	not-so-subtle	not-so-subtle	jj
99366	clapped	clap	vvd_vvn@
99370	unbaked	unbaked	jj
99371	curls	curl	vvz%
99383	freelance	freelance	nn1_vv0
99385	haddock	haddock	nn
99402	replenish	replenish	vv0
99404	Trixie	trixie	np1
99409	humankind	humankind	vv0_nn1
99410	roadhouse	roadhouse	nn1
99414	wed	wed	z'
99417	gratified	gratify	vvn
99424	abstract	abstract	nn1@_jj
99431	originators	originator	nn2
99433	loosening	loosen	vvg_nn1
99440	DIFFERENCE	difference	nn1
99446	lure	lure	vv0_nn1
99449	depraved	depraved	jj@
99459	camouflage	camouflage	vv0_nn1
99461	polished	polish	vvn_jj
99468	recyclers	recycler	nn2
99475	vis	vis	mc2
99477	Paterno	paterno	np1
99479	five-speed	five-speed	jj
99487	save	save	cs21
99495	P/Es	p/es	nn2
99496	waned	wane	vvd_vvn@
99498	Crying	crying	nn1_vvg
99500	aggravated	aggravate	vvd_jj@
99501	Bun	bun	nn1
99511	Minutemen	minuteman	nn2_np1
99520	sentencing	sentence	vvg
99521	2-inch	2-inch	jj
99524	$19.99	$19.99	m$
99527	postnatal	postnatal	jj
99532	HOLY	holy	jj
99539	disavow	disavow	vvi
99540	long-gone	long-gone	jj_nn1
99541	Scud	scud	np1
99547	vegetarian	vegetarian	nn1
99548	Consistently	consistently	rr
99553	ornithologists	ornithologist	nn2
99556	Fabio	fabio	np1
99561	Poplar	poplar	nn1
99563	aspiring	aspire	vvg
99564	whistle	whistle	vv0
99565	balanced	balance	vvd
99566	cockiness	cockiness	nn1
99573	decentralized	decentralized	jj_vvn@
99577	.27	.27	mc
99581	acidification	acidification	nn1
99591	marooned	marooned	jj
99592	growl	growl	vvi
99593	resellers	reseller	nn2
99594	social-service	social-service	jj_nn1
99596	hardier	hardy	jjr
99597	3.00	3.00	mc
99600	clubby	clubby	jj_nn1
99606	Bud	bud	nn1
99609	Confrontation	confrontation	nn1
99610	Hadi	hadi	np1
99613	7.7%	7.7%	fo
99615	Roman	roman	jj_np1@_nn1
99617	loose	loose	nn1@_jj
99621	Hurt	hurt	vvd
99626	mind/body	mind/body	nn1
99633	ORANGE	orange	jj_nn1
99634	bolt	bolt	nn1_vv0%
99636	amplified	amplify	vvd_vvn
99640	inbred	inbred	jj
99650	unseemly	unseemly	jj@_rr
99657	Shawn	shawn	np1_vv0_nn1
99658	Emilia	emilia	np1
99662	catchall	catchall	nn1
99663	slogged	slog	vvd
99681	co-manager	co-manager	nn1
99683	wags	wag	vvz
99684	changing	changing	jj_nn1@
99685	grungy	grungy	jj_nn1
99690	undead	undead	nn1
99691	birdbath	birdbath	nn1
99692	depressed	depressed	jj_vvd@_vvn@
99697	Beeston	beeston	np1
99699	far-away	far-away	jj
99711	Aimee	aimee	np1
99713	wriggles	wriggle	vvz
99714	cancelled	cancel	vvd_vvn
99715	snip	snip	nn1
99717	Longman	longman	np1
99718	Rosaria	rosaria	np1
99719	hand-drawn	hand-drawn	jj_nn1
99720	detract	detract	vv0
99721	9.5%	9.5%	fo
99724	crocheted	crocheted	jj@
99730	pidgin	pidgin	nn1
99731	meanders	meander	vvz_nn2
99734	envelop	envelop	vvi
99736	cast	cast	vvn_vv0_nn1@_jj@
99738	skulking	skulk	vvg
99739	plowed	plowed	jj@
99741	6.3%	6.3%	fo
99746	upset	upset	vv0_jj
99750	Ciao	ciao	uh
99757	point-blank	point-blank	rr_jj
99770	outcropping	outcropping	nn1@
99775	Babes	babe	nn2
99776	whet	whet	vvi
99780	6.9%	6.9%	fo
99783	frazzled	frazzled	jj@
99788	Quaker	quaker	nn1_jj
99790	Boards	board	nn2_vvz@
99795	speculated	speculate	vvd_vvn@
99797	whitest	white	jjt
99801	ACCORDING	according	ii21
99802	cast	cast	vvn_vv0_nn1@_vvd@
99824	screened-in	screened-in	jj
99836	Congregations	congregation	npx
99837	pinhole	pinhole	nn1
99839	steam	steam	nn1_vv0%
99844	worship	worship	vv0@_nn1
99847	retard	retard	vv0
99848	Tarkanian	tarkanian	nn1@_jj
99850	dilettante	dilettante	nn1
99853	tumble	tumble	nn1_vv0
99862	arboreal	arboreal	jj
99866	1648	1648	mc
99867	bailed	bail	vvd_vvn
99875	Wheeling	wheel	vvg
99882	admonish	admonish	vvi
99883	atheist	atheist	jj_nn1
99890	spurt	spurt	nn1_vv0
99891	Minos	minos	np1
99894	contended	contend	vvn_vvd
99900	ignited	ignite	vvn_vvd
99902	CPB	cpb	np1
99905	Through	through	ii_rp@
99908	minded	mind	vvd_vvn
99909	Nyx	nyx	np1_nn1
99910	deconstructing	deconstruct	vvg
99911	latecomers	latecomer	nn2
99914	rain	rain	vv0@_nn1
99915	odd-looking	odd-looking	jj
99916	dealing	dealings	nn1@
99917	PICKUP	pickup	nn1
99923	dulcimer	dulcimer	nn1
99925	tingled	tingle	vvd_vvn@
99926	bumbling	bumbling	jj@
99931	Attack	attack	vv0
99933	drainages	drainage	nn2
99934	wrap-up	wrap-up	nn1
99937	Brewer	brewer	np1_nn1@
99941	Volvos	volvo	np2
99947	$4.6	$4.6	m$
99949	spawned	spawn	vvn_vvd
99954	tying	tying	nn1_vvg
99959	courtesan	courtesan	nn1
99960	cheats	cheat	nn2
99970	Charters	charter	nn2
99971	Ayn	ayn	np1
99972	redirected	redirect	vvd
99974	PROFESSIONAL	professional	jj
99975	tenon	tenon	nn1
99977	Pheasant	pheasant	nn1
99978	heartstrings	heartstring	nn2
99995	Cassie	cassie	np1@_nn1
100002	High-speed	high-speed	jj
100003	Crampton	crampton	np1
100004	3100	3100	mc
100005	Chevy	chevy	np1_nn1_jj
100007	withholding	withholding	nn1
100015	mortgage-backed	mortgage-backed	jj_nn1
100017	pockmarked	pockmarked	jj@
100022	Griffith	griffith	np1_nn1@
100023	peg	peg	vvi
100025	switching	switching	nn1
100027	Reclaiming	reclaim	vvg
100029	regatta	regatta	nn1
100039	defecting	defect	vvg
100045	nullified	nullify	vvn
100049	recap	recap	nn1
100052	Engage	engage	vv0
100061	estimations	estimation	nn2
100064	specialness	specialness	nn1
100072	over	over	nn1%_jj%
100073	Postwar	postwar	jj
100077	Graduation	graduation	nn1
100080	brainwashed	brainwash	vvn@
100088	dust	dust	vv0@
100090	repressed	repress	vvn
100091	10.5%	10.5%	fo
100100	foreign-exchange	foreign-exchange	nn1
100104	ball	ball	nn1_vv0%
100107	precariousness	precariousness	nn1
100110	penlight	penlight	nn1
100117	Haze	haze	nn1
100119	tiki	tiki	nn2
100126	10-month-old	10-month-old	jj
100128	Incentive	incentive	nn1
100130	EBONY	ebony	nn1_np1
100131	serving	serving	nn1@_jj%_vvg
100133	sustained	sustained	jj_vvn
100134	proliferate	proliferate	vv0
100148	banked	bank	vvn_vvd
100156	Jeb	jeb	np1@_nn1
100168	decadent	decadent	nn1_jj
100172	unprepossessing	unprepossessing	jj
100180	Adolph	adolph	np1_nn1
100186	bounties	bounty	nn2
100189	centers.	center	nnu
100191	SILENCE	silence	nn1
100193	Promoters	promoter	nn2
100196	gonzo	gonzo	nn1
100206	left	leave	vvd_nn1@_vvn
100213	anointed	anoint	vvn
100214	ANDREWS	andrews	np1
100221	actualization	actualization	nn1
100227	bound	bound	nn1@_jj@
100229	shampoo	shampoo	nn1_vv0@
100232	dock	dock	nn1_vv0@
100235	Dates	date	vvz_nn2
100239	Measure	measure	vv0_nn1
100247	Trustee	trustee	nn1
100251	seethed	seethe	vvd
100252	Anglia	anglia	np1
100254	CASES	case	nn2
100259	Merck	merck	np1
100260	granddad	granddad	nn1
100261	Rothman	rothman	np1_nn1
100266	Freedoms	freedom	nn2
100271	campgrounds	campground	nn2_vvz
100272	beam	beam	vv0
100283	moviemakers	moviemaker	nn2
100284	fucks	fuck	vvz
100291	Flat	flat	npx
100299	universalistic	universalistic	jj
100302	VLADIMIR	vladimir	np1
100308	Obstacles	obstacle	nn2
100310	pell-mell	pell-mell	rr
100317	4.8%	4.8%	fo
100318	losing	losing	jj@_vvg
100323	pickpocket	pickpocket	nn1
100324	sharps	sharp	nn2
100329	square	square	nn1_rr@
100330	Kara	kara	np1_nn1@
100331	swish	swish	vv0
100332	*Narrator	*narrator	fo
100334	BASICS	basics	nn2
100342	tone	tone	vv0@_nn1
100346	entice	entice	vv0
100348	forging	forging	nn1
100351	Baruch	baruch	np1
100353	mustered	muster	vvd
100358	orchestrated	orchestrated	jj@
100362	phonetically	phonetically	rr
100363	taskmaster	taskmaster	nn1
100364	ditched	ditch	vvn
100366	absorbed	absorbed	jj
100368	Bonds	bond	vvz@_nn2
100369	two-tailed	two-tailed	jj
100372	phantom	phantom	nn1
100373	plexiglass	plexiglass	nn1
100375	minder	minder	nn1
100379	CRAZY	crazy	jj
100380	post	post	ii@_vv0%
100384	Receiver	receiver	nn1
100386	Posts	post	nn2
100396	Awkward	awkward	jj
100397	Belcher	belcher	np1_nn1
100398	whitecaps	whitecaps	nn2
100400	purposeless	purposeless	jj
100404	Abed	abed	rl
100411	Scribner	scribner	np1
100413	tuitions	tuition	nn2
100414	Spikes	spike	nn2
100415	minds	mind	vvz@
100416	shudders	shudder	vvz
100418	motor	motor	vvi
100420	Scholl	scholl	np1
100421	amber	amber	nn1
100422	budgeted	budget	vvn
100424	Ramallah	ramallah	np1_nn1@
100427	Faster	fast	rrr
100430	start-up	start-up	jj
100431	adjourned	adjourn	vvn
100432	oblige	oblige	nn122
100442	nosedive	nosedive	nn1
100443	wielded	wield	vvn
100449	numero	numero	nn1
100454	Renamo	renamo	np1_nn1
100456	Pelton	pelton	np1
100458	466	466	mc
100459	wifely	wifely	jj
100461	EASY	easy	jj_rr@
100466	Schein	schein	np1
100470	post	post	nn1_vv0%
100474	clicker	clicker	nn1
100475	dirge	dirge	nn1
100479	com	com	nn1
100480	25-	25-	m#
100483	mint	mint	jj
100484	RIGHT	right	nn1_rr
100490	Boyfriend	boyfriend	nn1
100491	Clamp	clamp	vv0
100495	rubbing	rubbing	nn1@
100516	bluff	bluff	vvi
100517	agnostic	agnostic	nn1_jj
100518	Friend	friend	nn1_np1@
100520	crush	crush	nn1_vv0
100521	Peters	peters	np_vvz@
100524	schooling	school	vvg
100532	begonias	begonia	nn2
100540	wall-mounted	wall-mounted	jj_nn1
100542	NORMAN	norman	np1_jj
100548	Condoms	condom	nn2
100560	Resentment	resentment	nn1
100576	wagers	wager	nn2
100578	grinding	grind	vvg_nn1
100581	sarcophagi	sarcophagus	nn2
100588	Feldstein	feldstein	np1
100589	Renowned	renowned	jj
100590	touts	tout	nn2_vvz%
100592	CHORUS	chorus	nn1
100593	Affect	affect	nn1
100600	Urdu	urdu	np1_nn1
100603	DeGeneres	degeneres	np1
100608	return	return	nn1_vv0_jj@
100609	angling	angle	vvg@
100610	good	good	jj_rr32
100611	bathing	bath	vvg_jj@_nn1@
100613	signaling	signal	vvg_jj@
100623	sophomoric	sophomoric	jj
100624	trumpet	trumpet	vv0_nn1
100625	cart	cart	vvi
100629	cleanse	cleanse	vv0
100633	nag	nag	vvi
100636	Vincennes	vincennes	np1
100642	he's-	he's-	nn1_jj
100646	cultivated	cultivated	jj_vvn
100647	redeploy	redeploy	vvi
100648	Birnbaum	birnbaum	np1@_fw
100652	ruined	ruin	vvn_vvd_jj
100655	bombast	bombast	nn1
